#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
Ass.ref_sa	scaffold_11	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	739	449	12	0	10	17.0	44.9	2	142	449	4223.0	8174.2	545	34797	81742	461	461	449	0.9739696312364425	0.9739696312364425	0
Ass.ref_sa	scaffold_12	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	1	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_13	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	11	3	5	0	1	3	3.0	3	3	3	1709	1709.0	1709	1709	1709	8	8	3	0.375	0.375	0
Ass.ref_sa	scaffold_17	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	9	5	0	0	1	5	5.0	5	5	5	5766	5766.0	5766	5766	5766	5	5	5	1.0	1.0	0
Ass.ref_sa	scaffold_18	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	41	40	0	0	1	40	40.0	40	40	40	2743	2743.0	2743	2743	2743	40	40	40	1.0	1.0	0
Ass.ref_sa	scaffold_20	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	388	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_21	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	3	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_24	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	43	29	1	0	1	29	29.0	29	29	29	18019	18019.0	18019	18019	18019	30	30	29	0.9666666666666667	0.9666666666666667	0
Ass.ref_sa	scaffold_26	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	68	32	0	0	1	32	32.0	32	32	32	4462	4462.0	4462	4462	4462	32	32	32	1.0	1.0	0
Ass.ref_sa	scaffold_27	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	25	2	3	0	1	2	2.0	2	2	2	11	11.0	11	11	11	5	5	2	0.4	0.4	0
Ass.ref_sa	scaffold_29	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	119	33	13	0	2	16.5	16.5	2	31	33	5852.0	5852.0	120	11584	11704	46	46	33	0.717391304347826	0.717391304347826	0
Ass.ref_sa	scaffold_30	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	90	19	21	0	1	19	19.0	19	19	19	2015	2015.0	2015	2015	2015	40	40	19	0.475	0.475	0
Ass.ref_sa	scaffold_33	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	315	222	13	0	1	222	222.0	222	222	222	19258	19258.0	19258	19258	19258	235	235	222	0.9446808510638298	0.9446808510638298	19258
Ass.ref_sa	scaffold_35	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	145	109	7	0	2	54.5	54.5	2	107	109	3717.0	3717.0	1149	6285	7434	116	116	109	0.9396551724137931	0.9396551724137931	0
Ass.ref_sa	scaffold_36	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	227	151	3	0	1	151	151.0	151	151	151	16351	16351.0	16351	16351	16351	154	154	151	0.9805194805194806	0.9805194805194806	0
Ass.ref_sa	scaffold_38	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	710	223	17	0	1	223	223.0	223	223	223	21777	21777.0	21777	21777	21777	240	240	223	0.9291666666666667	0.9291666666666667	21777
Ass.ref_sa	scaffold_39	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	21	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_41	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	38	3	1	0	1	3	3.0	3	3	3	357	357.0	357	357	357	4	4	3	0.75	0.75	0
Ass.ref_sa	scaffold_42	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	7	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_43	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	18	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_44	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	412	213	3	0	1	213	213.0	213	213	213	19178	19178.0	19178	19178	19178	216	216	213	0.9861111111111112	0.9861111111111112	19178
Ass.ref_sa	scaffold_45	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	93	3	0	0	1	3	3.0	3	3	3	9808	9808.0	9808	9808	9808	3	3	3	1.0	1.0	0
Ass.ref_sa	scaffold_46	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	38	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_48	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	27	23	0	0	2	11.5	11.5	11	12	23	6825.5	6825.5	4287	9364	13651	23	23	23	1.0	1.0	0
Ass.ref_sa	scaffold_49	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	8	8	0	0	1	8	8.0	8	8	8	138	138.0	138	138	138	8	8	8	1.0	1.0	0
Ass.ref_sa	scaffold_50	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	52	17	1	0	1	17	17.0	17	17	17	13306	13306.0	13306	13306	13306	18	18	17	0.9444444444444444	0.9444444444444444	0
Ass.ref_sa	scaffold_52	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	99	76	2	0	1	76	76.0	76	76	76	8679	8679.0	8679	8679	8679	78	78	76	0.9743589743589743	0.9743589743589743	0
Ass.ref_sa	scaffold_53	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	88	13	0	0	1	13	13.0	13	13	13	18253	18253.0	18253	18253	18253	13	13	13	1.0	1.0	18253
Ass.ref_sa	scaffold_54	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	152	134	9	0	1	134	134.0	134	134	134	25600	25600.0	25600	25600	25600	143	143	134	0.9370629370629371	0.9370629370629371	25600
Ass.ref_sa	scaffold_56	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	235	36	47	0	1	36	36.0	36	36	36	6430	6430.0	6430	6430	6430	83	83	36	0.43373493975903615	0.43373493975903615	0
Ass.ref_sa	scaffold_57	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	25	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_58	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	46	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_59	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	374	116	26	0	1	116	116.0	116	116	116	23683	23683.0	23683	23683	23683	142	142	116	0.8169014084507042	0.8169014084507042	23683
Ass.ref_sa	scaffold_60	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	38	33	0	0	1	33	33.0	33	33	33	3228	3228.0	3228	3228	3228	33	33	33	1.0	1.0	0
Ass.ref_sa	scaffold_61	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	6	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_62	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	66	5	4	0	1	5	5.0	5	5	5	3929	3929.0	3929	3929	3929	9	9	5	0.5555555555555556	0.5555555555555556	0
Ass.ref_sa	scaffold_63	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	11	6	0	0	1	6	6.0	6	6	6	11966	11966.0	11966	11966	11966	6	6	6	1.0	1.0	0
Ass.ref_sa	scaffold_64	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	163	58	2	0	1	58	58.0	58	58	58	11723	11723.0	11723	11723	11723	60	60	58	0.9666666666666667	0.9666666666666667	0
Ass.ref_sa	scaffold_65	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	373	50	0	0	1	50	50.0	50	50	50	1596	1596.0	1596	1596	1596	50	50	50	1.0	1.0	0
Ass.ref_sa	scaffold_67	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	3	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_68	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	218	95	2	0	1	95	95.0	95	95	95	22817	22817.0	22817	22817	22817	97	97	95	0.979381443298969	0.979381443298969	22817
Ass.ref_sa	scaffold_69	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	296	0	24	0	0	nan	nan	0	0	0	nan	nan	0	0	0	24	24	0	0.0	0.0	nan
Ass.ref_sa	scaffold_71	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	196	79	20	0	1	79	79.0	79	79	79	24833	24833.0	24833	24833	24833	99	99	79	0.797979797979798	0.797979797979798	24833
Ass.ref_sa	scaffold_72	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	8	2	0	0	1	2	2.0	2	2	2	925	925.0	925	925	925	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_74	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	27	5	0	0	1	5	5.0	5	5	5	918	918.0	918	918	918	5	5	5	1.0	1.0	0
Ass.ref_sa	scaffold_76	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	304	159	12	0	1	159	159.0	159	159	159	11998	11998.0	11998	11998	11998	171	171	159	0.9298245614035088	0.9298245614035088	0
Ass.ref_sa	scaffold_77	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	8	7	0	0	1	7	7.0	7	7	7	3899	3899.0	3899	3899	3899	7	7	7	1.0	1.0	0
Ass.ref_sa	scaffold_78	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	203	63	0	0	1	63	63.0	63	63	63	6850	6850.0	6850	6850	6850	63	63	63	1.0	1.0	0
Ass.ref_sa	scaffold_79	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	142	27	0	0	1	27	27.0	27	27	27	7067	7067.0	7067	7067	7067	27	27	27	1.0	1.0	0
Ass.ref_sa	scaffold_81	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	17	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_82	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	157	15	8	0	1	15	15.0	15	15	15	4998	4998.0	4998	4998	4998	23	23	15	0.6521739130434783	0.6521739130434783	0
Ass.ref_sa	scaffold_84	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	296	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_85	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	119	39	34	0	1	39	39.0	39	39	39	4806	4806.0	4806	4806	4806	73	73	39	0.5342465753424658	0.5342465753424658	0
Ass.ref_sa	scaffold_86	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	21	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_87	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	155	49	1	0	1	49	49.0	49	49	49	10358	10358.0	10358	10358	10358	50	50	49	0.98	0.98	0
Ass.ref_sa	scaffold_88	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	253	179	10	0	1	179	179.0	179	179	179	8255	8255.0	8255	8255	8255	189	189	179	0.9470899470899471	0.9470899470899471	0
Ass.ref_sa	scaffold_89	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	80	65	4	0	1	65	65.0	65	65	65	17465	17465.0	17465	17465	17465	69	69	65	0.9420289855072463	0.9420289855072463	17465
Ass.ref_sa	scaffold_90	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	84	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_92	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	100	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_93	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	196	119	8	0	1	119	119.0	119	119	119	12314	12314.0	12314	12314	12314	127	127	119	0.937007874015748	0.937007874015748	0
Ass.ref_sa	scaffold_94	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	260	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_95	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	399	52	1	0	1	52	52.0	52	52	52	16744	16744.0	16744	16744	16744	53	53	52	0.9811320754716981	0.9811320754716981	16744
Ass.ref_sa	scaffold_96	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	163	56	1	0	1	56	56.0	56	56	56	20307	20307.0	20307	20307	20307	57	57	56	0.9824561403508771	0.9824561403508771	20307
Ass.ref_sa	scaffold_97	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	241	108	21	0	1	108	108.0	108	108	108	9617	9617.0	9617	9617	9617	129	129	108	0.8372093023255814	0.8372093023255814	0
Ass.ref_sa	scaffold_98	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	79	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_99	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	19	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_100	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	66	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_101	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	146	82	0	0	1	82	82.0	82	82	82	2975	2975.0	2975	2975	2975	82	82	82	1.0	1.0	0
Ass.ref_sa	scaffold_102	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	26	22	0	0	1	22	22.0	22	22	22	10072	10072.0	10072	10072	10072	22	22	22	1.0	1.0	0
Ass.ref_sa	scaffold_103	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	25	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_105	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	10	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_107	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	295	141	0	0	1	141	141.0	141	141	141	7352	7352.0	7352	7352	7352	141	141	141	1.0	1.0	0
Ass.ref_sa	scaffold_108	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	282	179	1	0	1	179	179.0	179	179	179	6575	6575.0	6575	6575	6575	180	180	179	0.9944444444444445	0.9944444444444445	0
Ass.ref_sa	scaffold_109	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	705	44	27	0	1	44	44.0	44	44	44	963	963.0	963	963	963	71	71	44	0.6197183098591549	0.6197183098591549	0
Ass.ref_sa	scaffold_110	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	134	17	0	0	1	17	17.0	17	17	17	13454	13454.0	13454	13454	13454	17	17	17	1.0	1.0	13454
Ass.ref_sa	scaffold_111	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	815	472	0	0	1	472	472.0	472	472	472	10472	10472.0	10472	10472	10472	472	472	472	1.0	1.0	0
Ass.ref_sa	scaffold_112	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	21	15	0	0	1	15	15.0	15	15	15	1301	1301.0	1301	1301	1301	15	15	15	1.0	1.0	0
Ass.ref_sa	scaffold_113	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	58	25	0	0	1	25	25.0	25	25	25	10042	10042.0	10042	10042	10042	25	25	25	1.0	1.0	0
Ass.ref_sa	scaffold_114	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	310	248	13	0	1	248	248.0	248	248	248	19152	19152.0	19152	19152	19152	261	261	248	0.9501915708812261	0.9501915708812261	19152
Ass.ref_sa	scaffold_115	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	551	336	42	0	1	336	336.0	336	336	336	15627	15627.0	15627	15627	15627	378	378	336	0.8888888888888888	0.8888888888888888	15627
Ass.ref_sa	scaffold_116	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	319	2	0	0	1	2	2.0	2	2	2	490	490.0	490	490	490	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_117	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	254	70	33	0	1	70	70.0	70	70	70	8086	8086.0	8086	8086	8086	103	103	70	0.6796116504854369	0.6796116504854369	0
Ass.ref_sa	scaffold_118	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	4	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_120	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	143	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_121	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	338	86	30	0	1	86	86.0	86	86	86	17313	17313.0	17313	17313	17313	116	116	86	0.7413793103448276	0.7413793103448276	17313
Ass.ref_sa	scaffold_122	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	281	4	2	0	1	4	4.0	4	4	4	1463	1463.0	1463	1463	1463	6	6	4	0.6666666666666666	0.6666666666666666	0
Ass.ref_sa	scaffold_125	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	251	19	2	0	2	9.5	9.5	2	17	19	1735.5	1735.5	1007	2464	3471	21	21	19	0.9047619047619048	0.9047619047619048	0
Ass.ref_sa	scaffold_126	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	195	132	0	0	1	132	132.0	132	132	132	1724	1724.0	1724	1724	1724	132	132	132	1.0	1.0	0
Ass.ref_sa	scaffold_127	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	469	16	0	0	1	16	16.0	16	16	16	1331	1331.0	1331	1331	1331	16	16	16	1.0	1.0	0
Ass.ref_sa	scaffold_128	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	22	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_129	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	25	14	7	0	1	14	14.0	14	14	14	10087	10087.0	10087	10087	10087	21	21	14	0.6666666666666666	0.6666666666666666	0
Ass.ref_sa	scaffold_131	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	18	10	0	0	1	10	10.0	10	10	10	1320	1320.0	1320	1320	1320	10	10	10	1.0	1.0	0
Ass.ref_sa	scaffold_132	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	28	5	5	0	1	5	5.0	5	5	5	9971	9971.0	9971	9971	9971	10	10	5	0.5	0.5	0
Ass.ref_sa	scaffold_133	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	123	84	0	0	1	84	84.0	84	84	84	7195	7195.0	7195	7195	7195	84	84	84	1.0	1.0	0
Ass.ref_sa	scaffold_134	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	322	73	0	0	1	73	73.0	73	73	73	13120	13120.0	13120	13120	13120	73	73	73	1.0	1.0	13120
Ass.ref_sa	scaffold_135	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	183	92	7	0	1	92	92.0	92	92	92	14680	14680.0	14680	14680	14680	99	99	92	0.9292929292929293	0.9292929292929293	14680
Ass.ref_sa	scaffold_136	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	180	136	0	0	1	136	136.0	136	136	136	6887	6887.0	6887	6887	6887	136	136	136	1.0	1.0	0
Ass.ref_sa	scaffold_137	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	18	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_138	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	32	26	0	0	1	26	26.0	26	26	26	19932	19932.0	19932	19932	19932	26	26	26	1.0	1.0	19932
Ass.ref_sa	scaffold_139	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	285	144	0	0	1	144	144.0	144	144	144	6891	6891.0	6891	6891	6891	144	144	144	1.0	1.0	0
Ass.ref_sa	scaffold_140	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	13	9	0	0	1	9	9.0	9	9	9	5304	5304.0	5304	5304	5304	9	9	9	1.0	1.0	0
Ass.ref_sa	scaffold_141	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	64	17	3	0	1	17	17.0	17	17	17	11976	11976.0	11976	11976	11976	20	20	17	0.85	0.85	0
Ass.ref_sa	scaffold_142	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	141	73	0	0	1	73	73.0	73	73	73	20875	20875.0	20875	20875	20875	73	73	73	1.0	1.0	20875
Ass.ref_sa	scaffold_143	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	105	68	0	0	1	68	68.0	68	68	68	10730	10730.0	10730	10730	10730	68	68	68	1.0	1.0	0
Ass.ref_sa	scaffold_144	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	263	235	0	0	1	235	235.0	235	235	235	18725	18725.0	18725	18725	18725	235	235	235	1.0	1.0	18725
Ass.ref_sa	scaffold_145	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	47	18	5	0	1	18	18.0	18	18	18	9542	9542.0	9542	9542	9542	23	23	18	0.782608695652174	0.782608695652174	0
Ass.ref_sa	scaffold_146	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	391	221	10	0	1	221	221.0	221	221	221	16693	16693.0	16693	16693	16693	231	231	221	0.9567099567099567	0.9567099567099567	16693
Ass.ref_sa	scaffold_147	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	13	8	1	0	1	8	8.0	8	8	8	592	592.0	592	592	592	9	9	8	0.8888888888888888	0.8888888888888888	0
Ass.ref_sa	scaffold_148	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	114	6	2	0	1	6	6.0	6	6	6	4867	4867.0	4867	4867	4867	8	8	6	0.75	0.75	0
Ass.ref_sa	scaffold_149	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	301	2	0	0	1	2	2.0	2	2	2	7913	7913.0	7913	7913	7913	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_150	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	13	13	0	0	1	13	13.0	13	13	13	17860	17860.0	17860	17860	17860	13	13	13	1.0	1.0	17860
Ass.ref_sa	scaffold_152	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	686	312	68	0	2	156.0	156.0	15	297	312	4018.0	4018.0	3035	5001	8036	380	380	312	0.8210526315789474	0.8210526315789474	0
Ass.ref_sa	scaffold_153	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	7	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_154	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	85	42	4	0	1	42	42.0	42	42	42	12973	12973.0	12973	12973	12973	46	46	42	0.9130434782608695	0.9130434782608695	12973
Ass.ref_sa	scaffold_156	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	125	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_157	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	257	70	10	0	1	70	70.0	70	70	70	3778	3778.0	3778	3778	3778	80	80	70	0.875	0.875	0
Ass.ref_sa	scaffold_159	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	4	3	0	0	1	3	3.0	3	3	3	1349	1349.0	1349	1349	1349	3	3	3	1.0	1.0	0
Ass.ref_sa	scaffold_160	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	38	0	2	0	0	nan	nan	0	0	0	nan	nan	0	0	0	2	2	0	0.0	0.0	nan
Ass.ref_sa	scaffold_161	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	312	178	9	0	1	178	178.0	178	178	178	12916	12916.0	12916	12916	12916	187	187	178	0.9518716577540107	0.9518716577540107	12916
