scaffold,start,end,mid,sites,pi1,pi2,dxy,fst,window_size,window_name
scaffold_1,5539498,5571755,5552680,25000,0.001939,0.001931,0.002469,0.124604,130857,scaffold_1_14
scaffold_1,5571757,5598203,5585301,25000,0.001582,0.001377,0.002493,0.26339,130857,scaffold_1_14
scaffold_1,5598204,5634226,5615089,25000,0.002028,0.00199,0.001902,-0.028483,130857,scaffold_1_14
scaffold_1,5634227,5664764,5649741,25000,0.001603,0.001926,0.003106,0.278282,174068,scaffold_1_15
scaffold_1,5664765,5706903,5679720,25000,0.001412,0.001418,0.00269,0.316855,174068,scaffold_1_15
scaffold_1,5706904,5746270,5723428,25000,0.002025,0.001865,0.001864,-0.024666,174068,scaffold_1_15
scaffold_1,5746271,5774196,5759888,25000,0.003843,0.003755,0.003865,0.008817,174068,scaffold_1_15
scaffold_1,5774197,5805658,5790333,25000,0.001912,0.001737,0.001714,-0.030135,174068,scaffold_1_15
scaffold_1,6051635,6084831,6068164,25000,0.001366,0.001152,0.001181,-0.03315,195763,scaffold_1_16
scaffold_1,6084832,6117664,6099266,25000,0.001282,0.001269,0.001224,-0.02131,195763,scaffold_1_16
scaffold_1,6117665,6165953,6147777,25000,0.000916,0.001131,0.000959,-0.033825,195763,scaffold_1_16
scaffold_1,6165954,6194154,6180921,25000,0.003892,0.003775,0.00368,-0.021117,195763,scaffold_1_16
scaffold_1,6194155,6332781,6295525,25000,0.001421,0.001584,0.001447,-0.021321,271292,scaffold_1_17
scaffold_1,6332782,6390788,6368161,25000,0.001639,0.001743,0.002695,0.227266,271292,scaffold_1_17
scaffold_1,6390789,6431574,6404466,25000,0.002932,0.002913,0.002851,-0.01276,271292,scaffold_1_17
scaffold_1,6431575,6458566,6445172,25000,0.002479,0.00217,0.00227,-0.012102,271292,scaffold_1_17
scaffold_1,6458567,6509042,6485777,25000,0.002449,0.002197,0.002516,0.037521,271292,scaffold_1_17
scaffold_1,6509044,6545106,6529002,25000,0.002544,0.001934,0.003406,0.20593,271292,scaffold_1_17
scaffold_1,6545107,6609052,6590787,25000,0.002006,0.001654,0.001917,0.029937,216412,scaffold_1_18
scaffold_1,6609053,6640983,6625064,25000,0.001795,0.001293,0.002038,0.140729,216412,scaffold_1_18
scaffold_1,6640984,6676348,6655975,25000,0.001754,0.00166,0.002086,0.098429,216412,scaffold_1_18
scaffold_1,6676349,6709097,6690756,25000,0.003124,0.003442,0.004129,0.110272,216412,scaffold_1_18
scaffold_1,6709098,6759428,6736164,25000,0.002093,0.001646,0.001942,0.021137,216412,scaffold_1_18
scaffold_1,6759430,6786865,6773322,25000,0.001634,0.001489,0.001875,0.093888,216412,scaffold_1_18
scaffold_1,6786866,6812406,6799615,25000,0.003177,0.003169,0.003651,0.072186,216412,scaffold_1_18
scaffold_1,6853646,6880277,6867112,25000,0.001853,0.001948,0.003394,0.288553,316571,scaffold_1_19
scaffold_1,6880278,6906039,6893178,25000,0.001361,0.001625,0.001733,0.076902,316571,scaffold_1_19
scaffold_1,6906040,6940323,6921332,25000,0.00216,0.001832,0.002961,0.189479,316571,scaffold_1_19
scaffold_1,6940324,6998712,6969710,25000,0.001146,0.001067,0.002703,0.423674,316571,scaffold_1_19
scaffold_1,6998713,7027369,7014244,25000,0.001629,0.001688,0.001707,0.014667,316571,scaffold_1_19
scaffold_1,7027370,7056099,7040530,25000,0.001367,0.001076,0.001143,-0.042575,316571,scaffold_1_19
scaffold_1,7056100,7089306,7070583,25000,0.00144,0.001549,0.001383,-0.033758,316571,scaffold_1_19
scaffold_1,7089307,7126189,7108358,25000,0.001254,0.00129,0.001217,-0.021661,316571,scaffold_1_19
scaffold_1,7126190,7188534,7154674,25000,0.002227,0.002145,0.002773,0.121784,316571,scaffold_1_19
scaffold_1,7228874,7257523,7243106,25000,0.002099,0.002222,0.002045,-0.028212,647929,scaffold_1_20
scaffold_1,7257524,7298263,7271866,25000,0.001834,0.001938,0.001999,0.028347,647929,scaffold_1_20
scaffold_1,7298264,7324843,7311651,25000,0.002602,0.002665,0.003395,0.129973,647929,scaffold_1_20
scaffold_1,7324844,7356088,7338936,25000,0.003717,0.003398,0.00529,0.186562,647929,scaffold_1_20
scaffold_1,7356089,7382155,7369196,25000,0.001889,0.001904,0.003707,0.330045,647929,scaffold_1_20
scaffold_1,7382156,7411722,7397099,25000,0.001837,0.001861,0.003931,0.366735,647929,scaffold_1_20
scaffold_1,7411723,7452529,7434564,25000,0.00128,0.002205,0.00178,0.010838,647929,scaffold_1_20
scaffold_1,7452530,7478618,7465512,25000,0.001803,0.001633,0.001829,0.032347,647929,scaffold_1_20
scaffold_1,7478619,7530514,7498759,25000,0.00161,0.00131,0.001442,-0.006397,647929,scaffold_1_20
scaffold_1,7530515,7576974,7562677,25000,0.001613,0.001562,0.001649,0.019576,647929,scaffold_1_20
scaffold_1,7576975,7611344,7590355,25000,0.003118,0.002805,0.003418,0.073087,647929,scaffold_1_20
scaffold_1,7611345,7645729,7630985,25000,0.001838,0.001672,0.001855,0.02826,647929,scaffold_1_20
scaffold_1,7645730,7673675,7660742,25000,0.002367,0.002334,0.004806,0.348602,647929,scaffold_1_20
scaffold_1,7673676,7713229,7691948,25000,0.00158,0.002428,0.002445,0.101811,647929,scaffold_1_20
scaffold_1,7713230,7758265,7736763,25000,0.002178,0.001926,0.00225,0.046674,647929,scaffold_1_20
scaffold_1,7758266,7787858,7774407,25000,0.001677,0.001686,0.001863,0.052755,647929,scaffold_1_20
scaffold_1,7787859,7834315,7809080,25000,0.00178,0.001807,0.00192,0.035143,647929,scaffold_1_20
scaffold_1,7834316,7863791,7848681,25000,0.003923,0.003824,0.003892,0.001643,647929,scaffold_1_20
scaffold_1,8161500,8200999,8181897,25000,0.00162,0.001948,0.001801,0.010969,220507,scaffold_1_21
scaffold_1,8201000,8235535,8216097,25000,0.002422,0.002349,0.004315,0.290099,220507,scaffold_1_21
scaffold_1,8235536,8263129,8249027,25000,0.002769,0.002656,0.003834,0.165836,220507,scaffold_1_21
scaffold_1,8263130,8292584,8276505,25000,0.003533,0.003681,0.00911,0.430463,220507,scaffold_1_21
scaffold_1,8292585,8326690,8312086,25000,0.002248,0.001588,0.004413,0.388848,220507,scaffold_1_21
scaffold_1,8326691,8360940,8340474,25000,0.001626,0.00174,0.002104,0.116387,220507,scaffold_1_21
scaffold_1,8440546,8466935,8453834,25000,0.00447,0.004457,0.004325,-0.016243,123605,scaffold_1_22
scaffold_1,8466936,8492273,8479612,25000,0.00182,0.001748,0.001856,0.021599,123605,scaffold_1_22
scaffold_1,8492274,8536239,8513000,25000,0.003277,0.00343,0.007549,0.384799,123605,scaffold_1_22
scaffold_1,8562440,8592060,8576606,25000,0.001589,0.001389,0.00216,0.188716,117937,scaffold_1_23
scaffold_1,8592061,8638305,8619207,25000,0.002988,0.00333,0.00626,0.334167,117937,scaffold_1_23
scaffold_1,8638306,8666028,8651861,25000,0.001212,0.002377,0.002356,0.12222,117937,scaffold_1_23
scaffold_1,8760576,8799986,8783911,25000,0.001898,0.001443,0.00306,0.297973,305287,scaffold_1_24
scaffold_1,8799987,8827696,8813774,25000,0.003018,0.002615,0.002702,-0.021413,305287,scaffold_1_24
scaffold_1,8827697,8854865,8841386,25000,0.001972,0.001563,0.001728,-0.019431,305287,scaffold_1_24
scaffold_1,8854866,8901660,8887554,25000,0.003471,0.003188,0.003881,0.078809,305287,scaffold_1_24
scaffold_1,8901661,8951350,8928861,25000,0.001738,0.001665,0.001614,-0.027318,305287,scaffold_1_24
scaffold_1,8951351,9001894,8979377,25000,0.001753,0.002097,0.001858,-0.018289,305287,scaffold_1_24
scaffold_1,9001895,9046748,9030727,25000,0.002884,0.002753,0.002655,-0.030741,305287,scaffold_1_24
scaffold_1,9046749,9123702,9078784,25000,0.001821,0.001546,0.001582,-0.030828,101637,scaffold_1_25
scaffold_1,9123703,9156992,9141249,25000,0.001623,0.001415,0.00331,0.370856,101637,scaffold_1_25
scaffold_1,9156993,9194130,9176313,25000,0.001424,0.001273,0.001293,-0.021598,101637,scaffold_1_25
scaffold_1,9274983,9309277,9294796,25000,0.001327,0.001253,0.001778,0.159199,252852,scaffold_1_26
scaffold_1,9309278,9369161,9333576,25000,0.001383,0.001504,0.001344,-0.039843,252852,scaffold_1_26
scaffold_1,9369162,9394548,9381859,25000,0.001812,0.002264,0.001925,-0.029627,252852,scaffold_1_26
scaffold_1,9394549,9422335,9407778,25000,0.002808,0.00269,0.002739,-0.003324,252852,scaffold_1_26
scaffold_1,9422336,9454818,9437924,25000,0.001108,0.001057,0.003356,0.518796,252852,scaffold_1_26
scaffold_1,9454819,9480074,9467437,25000,0.002847,0.002937,0.00298,0.015395,252852,scaffold_1_26
scaffold_1,9480075,9507745,9494672,25000,0.001747,0.001876,0.001695,-0.03404,252852,scaffold_1_26
scaffold_1,9507746,9537427,9521648,25000,0.001874,0.001695,0.001636,-0.044829,252852,scaffold_1_26
scaffold_1,9537428,9566311,9552850,25000,0.002014,0.002275,0.002037,-0.026539,1114475,scaffold_1_27
scaffold_1,9566312,9593002,9579847,25000,0.002439,0.002752,0.003452,0.145512,1114475,scaffold_1_27
scaffold_1,9593003,9623197,9609595,25000,0.00263,0.002498,0.003054,0.08957,1114475,scaffold_1_27
scaffold_1,9623198,9659052,9638912,25000,0.001648,0.001361,0.001426,-0.027849,1114475,scaffold_1_27
scaffold_1,9659053,9691265,9674368,25000,0.001918,0.001886,0.001815,-0.024256,1114475,scaffold_1_27
scaffold_1,9691266,9720181,9705394,25000,0.002759,0.002841,0.004536,0.238344,1114475,scaffold_1_27
scaffold_1,9720182,9759469,9738379,25000,0.001571,0.001511,0.007099,0.647832,1114475,scaffold_1_27
scaffold_1,9759470,9785795,9772631,25000,0.000979,0.001136,0.001464,0.155902,1114475,scaffold_1_27
scaffold_1,9785796,9813569,9799670,25000,0.001452,0.0017,0.001837,0.06812,1114475,scaffold_1_27
scaffold_1,9813570,9842341,9828531,25000,0.001672,0.00139,0.002229,0.194073,1114475,scaffold_1_27
scaffold_1,9842342,9877199,9858169,25000,0.001482,0.001554,0.001438,-0.027831,1114475,scaffold_1_27
scaffold_1,9877200,9902673,9889924,25000,0.001307,0.001441,0.001406,0.008761,1114475,scaffold_1_27
scaffold_1,9902674,9929325,9916041,25000,0.002155,0.002173,0.003077,0.179905,1114475,scaffold_1_27
scaffold_1,9929326,10000154,9962540,25000,0.002054,0.001406,0.001895,0.047956,1114475,scaffold_1_27
scaffold_1,10000155,10025552,10012826,25000,0.001468,0.001311,0.001346,-0.020316,1114475,scaffold_1_27
scaffold_1,10025553,10053335,10039241,25000,0.002574,0.002959,0.002694,-0.013694,1114475,scaffold_1_27
scaffold_1,10053336,10081879,10068720,25000,0.001395,0.001524,0.001358,-0.037109,1114475,scaffold_1_27
scaffold_1,10081881,10112742,10096168,25000,0.001093,0.000997,0.000976,-0.031857,1114475,scaffold_1_27
scaffold_1,10112743,10171829,10145280,25000,0.001475,0.001115,0.001368,0.036341,1114475,scaffold_1_27
scaffold_1,10171830,10241034,10206736,25000,0.001451,0.001437,0.001378,-0.024462,1114475,scaffold_1_27
scaffold_1,10241035,10283946,10260400,25000,0.001337,0.001366,0.001264,-0.035206,1114475,scaffold_1_27
scaffold_1,10283947,10314938,10301219,25000,0.00154,0.001341,0.001361,-0.029054,1114475,scaffold_1_27
scaffold_1,10314939,10351018,10331704,25000,0.003064,0.002874,0.004371,0.194243,1114475,scaffold_1_27
scaffold_1,10351019,10422313,10376297,25000,0.002024,0.001759,0.005267,0.477838,1114475,scaffold_1_27
scaffold_1,10422314,10450480,10436532,25000,0.001856,0.001857,0.001772,-0.024059,1114475,scaffold_1_27
scaffold_1,10450481,10486611,10466778,25000,0.001689,0.001659,0.001779,0.032913,1114475,scaffold_1_27
scaffold_1,10486612,10535767,10516636,25000,0.001538,0.001332,0.001709,0.089866,1114475,scaffold_1_27
scaffold_1,10535768,10563068,10549375,25000,0.002931,0.002776,0.003133,0.048182,1114475,scaffold_1_27
scaffold_1,10563069,10601446,10578530,25000,0.001702,0.001539,0.001533,-0.028548,1114475,scaffold_1_27
scaffold_1,10601447,10628357,10614532,25000,0.001849,0.001925,0.003223,0.266361,1114475,scaffold_1_27
scaffold_1,10853595,10907473,10878011,25000,0.001717,0.001764,0.002262,0.134546,578283,scaffold_1_28
scaffold_1,10907474,10933477,10920222,25000,0.001353,0.00167,0.001432,-0.028074,578283,scaffold_1_28
scaffold_1,10933478,10966313,10951126,25000,0.002063,0.002134,0.001974,-0.0315,578283,scaffold_1_28
scaffold_1,10966314,11001046,10985723,25000,0.001855,0.002409,0.003204,0.206087,578283,scaffold_1_28
scaffold_1,11001047,11031683,11015885,25000,0.001378,0.00199,0.002953,0.280065,578283,scaffold_1_28
scaffold_1,11031684,11058356,11044828,25000,0.002789,0.002937,0.002771,-0.017011,578283,scaffold_1_28
scaffold_1,11058357,11086225,11072160,25000,0.002441,0.002179,0.002225,-0.023417,578283,scaffold_1_28
scaffold_1,11086226,11117089,11102024,25000,0.001267,0.000901,0.001071,0.003765,578283,scaffold_1_28
scaffold_1,11117090,11149172,11132877,25000,0.001516,0.001665,0.001556,-0.014445,578283,scaffold_1_28
scaffold_1,11149173,11179481,11163518,25000,0.001119,0.000991,0.000959,-0.03872,578283,scaffold_1_28
scaffold_1,11179482,11216068,11193159,25000,0.003184,0.003203,0.004035,0.119711,578283,scaffold_1_28
scaffold_1,11216069,11241892,11228931,25000,0.00178,0.001698,0.002942,0.259977,578283,scaffold_1_28
scaffold_1,11241893,11277043,11258850,25000,0.001474,0.001572,0.00153,-0.000174,578283,scaffold_1_28
scaffold_1,11277044,11325586,11306008,25000,0.001665,0.001985,0.00234,0.127043,578283,scaffold_1_28
scaffold_1,11325587,11360144,11342616,25000,0.001411,0.001904,0.002127,0.127593,578283,scaffold_1_28
scaffold_1,11360145,11399267,11375434,25000,0.002099,0.002745,0.0023,-0.030482,578283,scaffold_1_28
scaffold_1,11399268,11427906,11413635,25000,0.001604,0.001878,0.001809,0.014129,578283,scaffold_1_28
scaffold_1,11427907,11456333,11442592,25000,0.00138,0.00145,0.002305,0.244853,578283,scaffold_1_28
scaffold_1,11456334,11496086,11476872,25000,0.004832,0.003928,0.005323,0.099344,223217,scaffold_1_29
scaffold_1,11496087,11524168,11510562,25000,0.002571,0.001774,0.002554,0.093191,223217,scaffold_1_29
scaffold_1,11524169,11553104,11538870,25000,0.002237,0.001717,0.002629,0.145437,223217,scaffold_1_29
scaffold_1,11553105,11581804,11567070,25000,0.002386,0.002101,0.003465,0.219374,223217,scaffold_1_29
scaffold_1,11581805,11607992,11594899,25000,0.002654,0.001865,0.004121,0.303458,223217,scaffold_1_29
scaffold_1,11607993,11634568,11621160,25000,0.001664,0.001689,0.004227,0.437915,223217,scaffold_1_29
scaffold_1,11634569,11660287,11647453,25000,0.001928,0.001746,0.003086,0.259862,223217,scaffold_1_29
scaffold_1,11660288,11724197,11681983,25000,0.002239,0.002316,0.002179,-0.02274,223217,scaffold_1_29
scaffold_1,11724198,11751447,11737788,25000,0.002543,0.001922,0.004325,0.331565,689825,scaffold_1_30
scaffold_1,11751448,11783091,11768685,25000,0.002744,0.002164,0.002944,0.092114,689825,scaffold_1_30
scaffold_1,11783092,11811687,11797959,25000,0.003428,0.003679,0.003617,0.009297,689825,scaffold_1_30
scaffold_1,11811688,11845038,11826540,25000,0.002383,0.0024,0.002837,0.08774,689825,scaffold_1_30
scaffold_1,11845040,11883876,11866036,25000,0.001526,0.001666,0.001548,-0.015774,689825,scaffold_1_30
scaffold_1,11883877,11942498,11918629,25000,0.00242,0.002276,0.002305,-0.009504,689825,scaffold_1_30
scaffold_1,11942499,11982250,11961399,25000,0.002349,0.002242,0.002158,-0.031865,689825,scaffold_1_30
scaffold_1,11982251,12016232,11997365,25000,0.002336,0.00239,0.002343,-0.004503,689825,scaffold_1_30
scaffold_1,12016233,12083639,12048482,25000,0.001607,0.001554,0.002,0.119304,689825,scaffold_1_30
scaffold_1,12083640,12133280,12103708,25000,0.003695,0.003361,0.003644,0.0164,689825,scaffold_1_30
scaffold_1,12133281,12164569,12148903,25000,0.001837,0.001362,0.001501,-0.032834,689825,scaffold_1_30
scaffold_1,12164570,12194561,12180025,25000,0.001241,0.001476,0.001324,-0.012978,689825,scaffold_1_30
scaffold_1,12194562,12245338,12219102,25000,0.002753,0.002945,0.00267,-0.036502,689825,scaffold_1_30
scaffold_1,12245339,12271721,12258833,25000,0.001488,0.001432,0.001363,-0.036834,689825,scaffold_1_30
scaffold_1,12271722,12298365,12285411,25000,0.002269,0.002369,0.005462,0.4079,689825,scaffold_1_30
scaffold_1,12298367,12335745,12320825,25000,0.001992,0.002088,0.001951,-0.023118,689825,scaffold_1_30
scaffold_1,12335746,12380425,12354245,25000,0.002076,0.001785,0.003392,0.280899,689825,scaffold_1_30
scaffold_1,12380426,12407319,12393427,25000,0.003162,0.003176,0.003074,-0.015699,689825,scaffold_1_30
scaffold_1,12407320,12469909,12453484,25000,0.001686,0.00146,0.005932,0.587168,150748,scaffold_1_31
scaffold_1,12469910,12495738,12482827,25000,0.002156,0.001846,0.002578,0.129538,150748,scaffold_1_31
scaffold_1,12495739,12544938,12515792,25000,0.001738,0.001807,0.005623,0.528552,150748,scaffold_1_31
scaffold_1,12544939,12622456,12579320,25000,0.002225,0.002203,0.004746,0.36944,150748,scaffold_1_31
scaffold_1,12622457,12674927,12643105,25000,0.001674,0.001638,0.002488,0.206049,239438,scaffold_1_32
scaffold_1,12674928,12709832,12691351,25000,0.002577,0.002605,0.004975,0.325569,239438,scaffold_1_32
scaffold_1,12709833,12740292,12724584,25000,0.002114,0.001893,0.002831,0.177833,239438,scaffold_1_32
scaffold_1,12740293,12776997,12760284,25000,0.002014,0.001919,0.002216,0.062624,239438,scaffold_1_32
scaffold_1,12776998,12809254,12792953,25000,0.002362,0.002608,0.008393,0.549757,239438,scaffold_1_32
scaffold_1,12809255,12849109,12827263,25000,0.001552,0.001592,0.001804,0.070613,239438,scaffold_1_32
scaffold_1,12849110,12915965,12865878,25000,0.001489,0.001712,0.001484,-0.02848,282281,scaffold_1_33
scaffold_1,12915966,12948987,12933149,25000,0.002162,0.002618,0.005034,0.363357,282281,scaffold_1_33
scaffold_1,12948988,13009858,12977778,25000,0.001874,0.002425,0.002164,0.011935,282281,scaffold_1_33
scaffold_1,13009859,13089751,13028008,25000,0.001833,0.0017,0.001916,0.039441,282281,scaffold_1_33
scaffold_1,13089752,13194853,13142167,25000,0.003648,0.004176,0.008309,0.367481,282281,scaffold_1_33
scaffold_1,13194854,13303604,13242281,25000,0.003196,0.002389,0.005029,0.292521,126758,scaffold_1_34
scaffold_1,13423404,13522988,13475882,25000,0.00217,0.002018,0.002221,0.030892,185779,scaffold_1_35
scaffold_1,13522989,13565363,13545467,25000,0.002564,0.002485,0.003891,0.21735,185779,scaffold_1_35
scaffold_1,13565364,13617260,13596485,25000,0.00361,0.003449,0.00531,0.205579,185779,scaffold_1_35
scaffold_1,16329045,16388996,16353963,25000,0.00148,0.001993,0.00175,0.00396,254642,scaffold_1_36
scaffold_1,16388997,16457894,16425697,25000,0.00282,0.002115,0.002613,0.028468,254642,scaffold_1_36
scaffold_1,16457895,16500262,16479835,25000,0.002743,0.002494,0.003839,0.19603,254642,scaffold_1_36
scaffold_1,16500264,16542196,16518433,25000,0.005247,0.004783,0.006517,0.133956,254642,scaffold_1_36
scaffold_1,16542198,16584933,16564593,25000,0.002953,0.00266,0.002793,-0.002563,254642,scaffold_1_36
scaffold_1,16794503,16821385,16807772,25000,0.001454,0.001598,0.001413,-0.040752,128596,scaffold_1_37
scaffold_1,16821386,16894202,16859676,25000,0.002325,0.002468,0.002884,0.095492,128596,scaffold_1_37
scaffold_1,17867948,17942756,17902141,25000,0.001625,0.00185,0.001657,-0.024403,267004,scaffold_1_38
scaffold_1,17942757,18025775,17998637,25000,0.003996,0.003688,0.003668,-0.024469,267004,scaffold_1_38
scaffold_1,18025776,18078541,18050441,25000,0.002009,0.002175,0.002147,0.01551,267004,scaffold_1_38
scaffold_1,18078542,18178955,18101398,25000,0.003296,0.003053,0.003206,0.005356,267004,scaffold_1_38
scaffold_1,18386999,18453718,18416644,25000,0.002832,0.00325,0.00307,0.00483,178384,scaffold_1_39
scaffold_1,18453719,18536328,18496084,25000,0.002585,0.001947,0.002389,0.027087,178384,scaffold_1_39
scaffold_1,18592348,18690926,18664008,25000,0.002109,0.001866,0.00218,0.047563,235576,scaffold_1_40
scaffold_1,18690927,18738097,18716831,25000,0.002757,0.002569,0.006153,0.403473,235576,scaffold_1_40
scaffold_1,18738098,18779860,18756481,25000,0.004914,0.005612,0.006778,0.120282,235576,scaffold_1_40
scaffold_1,18779861,18828965,18807206,25000,0.002478,0.002302,0.002251,-0.0309,235576,scaffold_1_40
scaffold_1,18828966,18861138,18846005,25000,0.004211,0.003964,0.00418,0.013547,235576,scaffold_1_40
scaffold_1,18861142,18923578,18887265,25000,0.002033,0.001881,0.002009,0.01348,235576,scaffold_1_40
scaffold_1,20016288,20095738,20046404,25000,0.002233,0.001927,0.002409,0.071192,117998,scaffold_1_41
scaffold_1,20095739,20152378,20135021,25000,0.003117,0.002944,0.003798,0.11389,117998,scaffold_1_41
scaffold_1,21291050,21331752,21308907,25000,0.001903,0.001959,0.001872,-0.015732,118156,scaffold_1_42
scaffold_1,21331753,21398280,21374138,25000,0.002002,0.001976,0.003986,0.341291,118156,scaffold_1_42
scaffold_1,22104420,22155416,22123398,25000,0.001903,0.002034,0.002836,0.183336,155449,scaffold_1_43
scaffold_1,22155417,22228478,22188930,25000,0.003789,0.002204,0.004041,0.150488,155449,scaffold_1_43
scaffold_1,22228479,22262113,22247142,25000,0.003637,0.002885,0.003683,0.062666,155449,scaffold_1_43
scaffold_1,22493841,22541528,22517407,25000,0.002055,0.001788,0.002227,0.075778,172116,scaffold_1_44
scaffold_1,22541529,22576176,22557212,25000,0.002487,0.002003,0.002137,-0.025288,172116,scaffold_1_44
scaffold_1,22576177,22604203,22590317,25000,0.003484,0.003515,0.003434,-0.009211,172116,scaffold_1_44
scaffold_1,22604205,22692102,22647715,25000,0.001652,0.00187,0.001771,0.003094,172116,scaffold_1_44
scaffold_1,22731607,22852679,22799964,25000,0.0029,0.003174,0.002963,-0.012407,122050,scaffold_1_45
